id; system time; board height; board width; game type; win length; gravity; turns played; initial board; final board; result; errors; full duration; pointsP1; expansion strategy of Player 1; cache of Player 1; watched nodes of Player 1; evaluation stategy of Player 1; exit condition type of Player 1; exit condition of Player 1; total Speed of Player 1; expansion strategy of Player 2; cache of Player 2; watched nodes of Player 2; evaluation stategy of Player 2; exit condition type of Player 2; exit condition of Player 2; total Speed of Player 2; 
349; 14:49:12:371; 8; 8; ChessGameState;  - ;  - ; 113; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|___k____|_____K__|________|________|________|; Tie;  - ; 749275000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 57; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@56fd0610; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 493108000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 56; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6d95ae0b; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 254515000; 
350; 14:49:12:619; 8; 8; ChessGameState;  - ;  - ; 48; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|______P_|R_____PQ|_R______|_____PKB|___B__P_|k_N_p___|; Won: P2;  - ; 4403230000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 24; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@37afde4f; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 58344000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 114; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5961c291; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=2}); 4353152000; 
351; 14:49:12:701; 8; 8; ChessGameState;  - ;  - ; 25; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _______r|____P___|bp__P___|_____q__|k_p___PK|__p___PB|np____P_|rp___NPR|; Won: P1;  - ; 73810000; 1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 13; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@52855f80; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 43265000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 12; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@26f24b8c; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 29783000; 
352; 14:49:13:024; 8; 8; ChessGameState;  - ;  - ; 180; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _k______|________|________|________|________|____K___|________|________|; Tie;  - ; 285937000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 90; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@53cf1017; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 204568000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 90; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4141468b; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 76096000; 
353; 14:49:13:149; 8; 8; ChessGameState;  - ;  - ; 102; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; Q_k_____|________|___K____|________|________|________|________|________|; Won: P2;  - ; 674265000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 51; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4e923274; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 577277000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 51; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@45d719a; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 95719000; 
354; 14:49:14:335; 8; 8; ChessGameState;  - ;  - ; 32; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _p__P__R|n____QP_|___pk___|____q_B_|_p____PK|b_p_P___|___p____|rp__PR__|; Won: P2;  - ; 1109483000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 16; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@37b94e7; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 409777000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 16; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4b50cc8; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}TurnCountingCondition{turnsLookedForward=1}); 701728000; 
355; 14:49:14:345; 8; 8; ChessGameState;  - ;  - ; 46; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; N__pP__R|n__p____|_______B|___K____|__Q_____|__k____B|_p___P__|________|; Won: P2;  - ; 1088866000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 23; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4ce5975d; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 61779000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 23; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@70f6034; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}TurnCountingCondition{turnsLookedForward=1}); 1026994000; 
356; 14:49:14:373; 8; 8; ChessGameState;  - ;  - ; 166; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ____P___|________|___B___K|________|________|________|R_______|___k_Q__|; Won: P2;  - ; 6720508000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 83; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5b42b5ab; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 147676000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1552; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@291dc183; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 6580793000; 
357; 14:49:14:455; 8; 8; ChessGameState;  - ;  - ; 21; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp__PR__|_p_____N|b__p__Pq|_p_n____|k_p___PK|_p____PB|n_____PN|B__p__PR|; Won: P1;  - ; 80515000; 1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 11; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3cc58b52; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 52499000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 10; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@36f458d2; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 26909000; 
358; 14:49:14:476; 8; 8; ChessGameState;  - ;  - ; 162; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; Q_kP__R_|__P__R_N|______P_|____P___|________|_____P__|______BK|_____N__|; Won: P2;  - ; 8976852000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 81; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4dbda7d7; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 648386000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 2098; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@27e8f1b7; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 8344343000; 
359; 14:49:14:498; 8; 8; ChessGameState;  - ;  - ; 53; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _p____P_|_______R|__p_P___|__pP____|k_K_P__N|b_q___P_|n_p_____|________|; Won: P1;  - ; 149584000; 1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 27; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5bd4dbc3; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 87078000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 26; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6ff216cb; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 60970000; 
360; 14:49:14:566; 8; 8; ChessGameState;  - ;  - ; 22; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|_______N|bp__P___|qp___P__|kp__P___|b__p__KB|npQ_P__N|rp____PR|; Won: P2;  - ; 81488000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 11; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@21631072; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 27700000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 11; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@49c2a777; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 53052000; 
361; 14:49:15:023; 8; 8; ChessGameState;  - ;  - ; 220; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|________|___K__k_|________|________|________|; Tie;  - ; 405524000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 110; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2cba7d28; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 237790000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 110; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@13d3eeed; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 161016000; 
362; 14:49:15:122; 8; 8; ChessGameState;  - ;  - ; 17; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r__p__PR|np__b__N|b_p___PB|_p____PQ|k__p__PK|_p__P__B|_p__P__N|_r__q___|; Won: P1;  - ; 559606000; 1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 9; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@27954081; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 362499000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 8; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6aea24a; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=1}); 197290000; 
363; 14:49:15:523; 8; 8; ChessGameState;  - ;  - ; 226; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|_______k|________|_____K__|________|________|; Tie;  - ; 1033203000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 113; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4173e4bb; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 320081000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 113; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@37bf7a03; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}TurnCountingCondition{turnsLookedForward=1}); 707231000; 
364; 14:49:15:817; 8; 8; ChessGameState;  - ;  - ; 76; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _____N__|____P___|____R_P_|_B___P_K|______P_|____P___|___R___N|k____Q__|; Won: P2;  - ; 19529692000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 38; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@26601059; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=1}); 597132000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 730; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2f6f04a4; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=2}); 18977820000; 
365; 14:49:16:658; 8; 8; ChessGameState;  - ;  - ; 24; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r__p__PR|_p____PN|bp__P___|qp____B_|kp____PK|__Q__NPB|______P_|R_______|; Won: P2;  - ; 991937000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 12; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@1833453d; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 29742000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 391; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@ef8a738; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=2}; 961971000; 
366; 14:49:17:400; 8; 8; ChessGameState;  - ;  - ; 36; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r_p_P_R_|np______|__p__QP_|q__p__P_|_____kPK|__p_P___|___NpPB_|rpn__N_R|; Won: P2;  - ; 1383496000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 18; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@28a1e43c; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 61361000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 182; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@b7c1e97; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 1322781000; 
367; 14:49:17:508; 8; 8; ChessGameState;  - ;  - ; 342; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|______K_|________|________|________|______k_|________|; Tie;  - ; 5620876000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 171; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@36f4f48; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 802882000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1185; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4b6eb337; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 4818388000; 
368; 14:49:18:403; 8; 8; ChessGameState;  - ;  - ; 34; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ___Q__PR|___B_P_N|b____P__|k_B_____|________|__p___K_|_p____PN|r__p_PR_|; Won: P2;  - ; 11442041000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 17; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@242944e2; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 73232000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 190; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3377237e; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}TurnCountingCondition{turnsLookedForward=2}); 11392742000; 
369; 14:49:18:609; 8; 8; ChessGameState;  - ;  - ; 181; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; __K_____|________|________|________|_____k__|________|________|________|; Tie;  - ; 3621341000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 91; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@77f2593; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 1013262000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 90; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@56a55b18; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=1}); 2608828000; 
370; 14:49:18:844; 8; 8; ChessGameState;  - ;  - ; 102; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ____P___|______PR|___PB___|____P___|_____PKR|____P___|____P___|k_Q_PN__|; Won: P2;  - ; 3215080000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 51; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@501e7b79; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 127166000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1698; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@56fb7d27; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=2}; 3091216000; 
371; 14:49:20:266; 8; 8; ChessGameState;  - ;  - ; 227; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|______k_|________|________|________|________|_______K|; Tie;  - ; 4612572000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 114; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@49cf7823; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 116626000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 113; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7039ba13; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 4498560000; 
372; 14:49:21:079; 8; 8; ChessGameState;  - ;  - ; 66; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _Q___PR_|k_______|________|____BP__|______P_|_______K|___P____|_____BPR|; Won: P2;  - ; 3155595000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 33; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@239ef4b2; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 78561000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 549; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6398f33e; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}); 3080715000; 
373; 14:49:22:479; 8; 8; ChessGameState;  - ;  - ; 230; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; __PR_k__|Q_______|________|________|________|________|________|K_______|; Won: P2;  - ; 35585959000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 115; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2a3867d7; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}); 160106000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 2129; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@107d02d5; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=2}); 35504018000; 
374; 14:49:23:734; 8; 8; ChessGameState;  - ;  - ; 34; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r_p___PR|______P_|___p__PB|kQN___P_|__B_P___|______K_|______PN|___p_PR_|; Won: P2;  - ; 5727242000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 17; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@355c4cb9; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 228302000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 151; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5c513732; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}TurnCountingCondition{turnsLookedForward=2}); 5509170000; 
375; 14:49:25:130; 8; 8; ChessGameState;  - ;  - ; 226; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; __N_____|________|___Nk___|Q___B___|____P_B_|____P___|________|___K____|; Won: P2;  - ; 41288685000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 113; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7cf47131; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}); 153571000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 2522; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@705d2579; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}TurnCountingCondition{turnsLookedForward=2}); 41221036000; 
376; 14:49:27:734; 8; 8; ChessGameState;  - ;  - ; 108; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; __pP____|B_______|____P___|R____P__|____K___|________|____k__Q|______R_|; Won: P2;  - ; 8153330000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 54; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@1d682308; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 141539000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1085; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2ebfc0d5; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 8023247000; 
377; 14:49:28:135; 8; 8; ChessGameState;  - ;  - ; 11; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp___P_R|_p____PN|b_npP__B|_p____PQ|k__p__PK|bp__P__B|np__P__N|r__pqP_R|; Won: P1;  - ; 368255000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 167; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@33614933; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=2}; 360397000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 5; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6c9ec64b; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 7959000; 
378; 14:49:29:626; 8; 8; ChessGameState;  - ;  - ; 124; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _____P__|_____K__|k_______|_R_P____|Q___P__B|________|________|________|; Won: P2;  - ; 7763610000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 62; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@75337167; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 789888000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1587; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@257bc6ca; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}); 6984111000; 
379; 14:49:30:653; 8; 8; ChessGameState;  - ;  - ; 172; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ___P____|__P_____|______Q_|____P___|___B__R_|___RK___|____BP__|R_k_NP__|; Won: P2;  - ; 19976817000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 86; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@acf6c34; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 467890000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 3089; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@43ccbcd3; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}); 19544462000; 
